rank,year,duration,age_limit,rating,numberof_ratings,Metascore,description,name
393,1973,2h 31m,15,8,(139K),58,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.", Papillon
394,1991,3h 9m,15,8,(171K),72,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story., JFK
395,1996,2h 15m,15,8,(99K),85,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.", Sling Blade
396,1994,1h 42m,12,8,(97K),78,"Two melancholic Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.", Chungking Express
397,1959,2h 41m,X,8,(72K),95,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?", Anatomy of a Murder
398,1962,2h 14m,18,8,(62K),75,A former child star torments her paraplegic sister in their decaying Hollywood mansion., What Ever Happened to Baby Jane?
399,1979,1h 34m,AA,8,(423K),77,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.", Life of Brian
400,1977,1h 33m,AA,8,(279K),92,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.", Annie Hall
401,1971,1h 58m,X,8,(53K),93,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.", The Last Picture Show
402,1953,1h 58m,Approved,8,(148K),78,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome., Roman Holiday
403,2008,1h 46m,15,8,(234K),59,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.", Ip Man
404,1984,1h 57m,,8,(184K),86,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet., NausicaÃ¤ of the Valley of the Wind
405,1982,3h 11m,PG,8,(241K),79,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest., Gandhi
406,1971,3h 1m,U,8,(48K),67,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.", Fiddler on the Roof
407,1963,2h 18m,A,8,(126K),93,A harried movie director retreats into his memories and fantasies., Federico Fellini's 8Â½
408,1967,1h 45m,PG,8,(58K),90,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner., Le SamouraÃ¯
409,1959,2h 21m,PG,8,(68K),93,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.", Rio Bravo
410,1952,1h 25m,U,8,(111K),89,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train.", High Noon
411,2005,2h 24m,12A,8,(199K),69,"The true story of James J. Braddock, a supposedly washed-up boxer, who returned to the spotlight to win the heavyweight championship of the world.", Cinderella Man
412,1986,2h 5m,PG,8,(184K),78,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle., Laputa: Castle in the Sky
413,2014,2h 19m,15,8,(62K),74,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.", Mommy
414,1954,1h 48m,PG,8,(67K),,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.", La Strada
415,1960,2h 54m,X,8,(79K),95,A series of stories following a week in the life of a philandering tabloid journalist living in Rome., La dolce vita
416,1982,1h 35m,AA,8,(86K),47,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone., Pink Floyd: The Wall
417,1999,1h 52m,U,8,(98K),86,An old man makes a long journey by lawnmower to mend his relationship with an ill brother., The Straight Story
418,2007,1h 55m,18,8,(111K),33,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.", Elite Squad
419,1998,1h 45m,15,8,(94K),82,"At Helge's 60th birthday party, some unpleasant family truths are revealed.", The Celebration
420,1966,2h 11m,X,8,(80K),75,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.", Who's Afraid of Virginia Woolf?
421,2002,1h 41m,15,8,(132K),75,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.", Infernal Affairs
422,1953,2h,PG,8,(59K),84,"After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer.", Stalag 17
423,1958,1h 35m,A,8,(110K),99,"A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town.", Touch of Evil
424,1996,2h 16m,15,8,(48K),92,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.", Secrets & Lies
425,1920,58m,PG,8,(70K),,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.", The Cabinet of Dr
426,2020,1h 43m,PG,8,(39K),87,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night., Wolfwalkers
427,2020,1h 41m,15,8,(38K),97,"Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp."," Quo vadis, Aida?"
428,2013,2h 17m,U,8,(55K),89,"Kaguya is a beautiful young woman coveted by five nobles. To try to avoid marrying a stranger she doesn't love, she sends her suitors on seemingly impossible tasks. But she will have to face her fate and punishment for her choices.", The Tale of the Princess Kaguya
429,1982,2h 38m,PG,8,(39K),,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.", Fitzcarraldo
430,1961,2h 14m,X,8,(87K),90,An up-and-coming pool player plays a long-time champion in a single high-stakes match., The Hustler
431,1974,2h 35m,AA,8,(29K),88,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.", A Woman Under the Influence
432,2007,1h 52m,12,8,(111K),92,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed., The Diving Bell and the Butterfly
433,2004,2h 21m,12A,8,(32K),88,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.", Nobody Knows
434,1998,2h 49m,15,8,(69K),58,"A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land.", The Legend of 1900
435,1966,3h 9m,AA,8,(57K),,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.", Andrei Rublev
436,2014,1h 33m,PG,8,(63K),85,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.", Song of the Sea
437,1995,2h 50m,15,8,(61K),79,"Two underground black marketeers, Marko and Blacky, sell weapons to the Communist resistance in wartime Belgrade, living the good life along the way.", Underground
438,1947,1h 37m,PG,8,(41K),85,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames.", Out of the Past
439,1957,1h 36m,PG,8,(36K),100,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician., Sweet Smell of Success
440,1945,1h 26m,PG,8,(44K),92,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.", Brief Encounter
441,2001,2h 17m,Not Rated,8,(51K),,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.", My Sassy Girl
442,2004,2h 6m,PG,8,(85K),74,"The factual story of Spaniard Ramon Sampedro, who fought a 28-year campaign in favor of euthanasia and his own right to die.", The Sea Inside
443,1998,2h 7m,15,8,(57K),73,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.," Black Cat, White Cat"
444,2014,3h 16m,15,8,(56K),88,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent., Winter Sleep
445,1972,2h 18m,AA,8,(50K),,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.", Sleuth
446,2007,1h 36m,12A,8,(101K),90,A precocious and outspoken Iranian girl grows up during the Islamic Revolution., Persepolis
447,1972,1h 31m,X,8,(37K),,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.", Cries and Whispers
